"class","identity","core.name","core.description","com.getmanta.edc.Expression"
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/5 FAMILY_NAME","5 FAMILY_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/6 FIRST_NAME","6 FIRST_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/7 GENDER_KEY","7 GENDER_KEY","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/8 ICO","8 ICO","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/IMPORT/<132,7>MERGE INSERT/9 PARTY_KEY","9 PARTY_KEY","",""
"com.getmanta.edc.Procedure","DWH/Packages/IMPORT_LOAN/Procedures/VALIDATE","VALIDATE","",""
"com.getmanta.edc.Statement","DWH/Packages/IMPORT_LOAN/Procedures/VALIDATE/<40,9>INSERT","<40,9>INSERT","","insert into LOAD_LOG (LOAD_DATE, STATUS, STATUS_DATE) VALUES (P_CURRENT_DATE, 'STARTED', sysdate)
"
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/VALIDATE/<40,9>INSERT/1 LOAD_DATE","1 LOAD_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/VALIDATE/<40,9>INSERT/2 STATUS","2 STATUS","",""
"com.getmanta.edc.Column","DWH/Packages/IMPORT_LOAN/Procedures/VALIDATE/<40,9>INSERT/3 STATUS_DATE","3 STATUS_DATE","",""
"com.getmanta.edc.Package","DWH/Packages/REPORTING","REPORTING","",""
"com.getmanta.edc.Group","DWH/Packages/REPORTING/Procedures","Procedures","",""
"com.getmanta.edc.Procedure","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT","REPORT_CLIENT","",""
"com.getmanta.edc.Statement","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT","<7,5>INSERT","","insert into REP_CLIENT TARGET_TBL (
    ADDRESS_LINE1
    ,ADDRESS_LINE2
    ,ADDRESS_LINE3
    ,DIC
    ,ICO
    ,CUSTOMER_NAME
    ,CUSTOMER_NO
    ,CUST_CLASSIFICATION
    ,COUNTRY
    ,DATE_OF_BIRTH
    ,FULL_NAME
    ,SNAP_DATE
    )
  select 
    SRC_TBL.ADDRESS_LINE1
    ,SRC_TBL.ADDRESS_LINE2
    ,SRC_TBL.ADDRESS_LINE3
    ,SRC_TBL.DIC
    ,SRC_TBL.ICO
    ,SRC_TBL.CUSTOMER_NAME
    ,SRC_TBL.CUSTOMER_NO
    ,SRC_TBL.CUST_CLASSIFICATION
    ,SRC_TBL.COUNTRY
    ,SRC_TBL.DATE_OF_BIRTH
    ,SRC_TBL.FULL_NAME
    ,SRC_TBL.SNAP_DATE
  from (
    select
      ADDRESS_LINE1,
      ADDRESS_LINE2,
      ADDRESS_LINE3,
      DIC,
      ICO,
      CUSTOMER_NAME,
      CUSTOMER_NO,
      CUST_CLASSIFICATION,
      COUNTRY,
      DATE_OF_BIRTH,
      FULL_NAME,
      SNAP_DATE
    from (
      select 
        PARTY_ADDR_H.STREET_NAME as ADDRESS_LINE1,
        PARTY_ADDR_H.CITY_NAME as ADDRESS_LINE2,
        PARTY_ADDR_H.ZIP as ADDRESS_LINE3,
        PARTY_H.DIC as DIC,
        PARTY_H.ICO as ICO,
        PARTY_H.FIRST_NAME||'.'||PARTY_H.FAMILY_NAME as CUSTOMER_NAME,
        PARTY_H.CUST_NO as CUSTOMER_NO,
        SEG.ID as CUST_CLASSIFICATION,
        CNTRY.ID as COUNTRY,
        PARTY_H.BIRTH_DATE as DATE_OF_BIRTH,
        PARTY_H.FIRST_NAME||'.'||PARTY_H.FAMILY_NAME as FULL_NAME,
        row_number() over (partition by 
          PARTY_H.PARTY_KEY
          order by decode( PARTY_H.SRC_SYS_ID, 'LOAN', 0, 'CRM', 1, 99), PARTY_H.PARTY_KEY) as RN,
        P_CURRENT_DATE as SNAP_DATE
      from 
        PARTY_H
        inner join CD_COUNTRY CNTRY on CNTRY.COUNTRY_KEY = PARTY_H.COUNTRY_KEY
        inner join PARTY_ADDR_H PARTY_ADDR_H on PARTY_ADDR_H.PARTY_KEY = PARTY_H.PARTY_KEY
              and P_CURRENT_DATE between PARTY_ADDR_H.VALID_FROM and PARTY_ADDR_H.VALID_TO
        inner join ADDR_PURP on PARTY_ADDR_H.ADDR_PURP_KEY = ADDR_PURP.ADDR_PURP_KEY
              and ADDR_PURP.SRC_ID in ('CRM', 'LOAN')      
        left join SEGMENT_H SEGMENT_H on SEGMENT_H.PARTY_KEY = PARTY_H.PARTY_KEY
              and P_CURRENT_DATE between SEGMENT_H.VALID_FROM and SEGMENT_H.VALID_TO
        left join CD_SEGMENT SEG on SEG.SEG_KEY = SEGMENT_H.SEG_KEY
        
      where 
        PARTY_H.PARTY_KEY > 0
      )
    where 
      RN = 1
    ) SRC_TBL
"
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/1 ADDRESS_LINE1","1 ADDRESS_LINE1","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/10 DATE_OF_BIRTH","10 DATE_OF_BIRTH","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/11 FULL_NAME","11 FULL_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/12 SNAP_DATE","12 SNAP_DATE","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/2 ADDRESS_LINE2","2 ADDRESS_LINE2","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/3 ADDRESS_LINE3","3 ADDRESS_LINE3","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/4 DIC","4 DIC","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/5 ICO","5 ICO","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/6 CUSTOMER_NAME","6 CUSTOMER_NAME","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/7 CUSTOMER_NO","7 CUSTOMER_NO","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/8 CUST_CLASSIFICATION","8 CUST_CLASSIFICATION","",""
"com.getmanta.edc.Column","DWH/Packages/REPORTING/Procedures/REPORT_CLIENT/<7,5>INSERT/9 COUNTRY","9 COUNTRY","",""
"com.getmanta.edc.Package","DWH/Packages/TEST_SYNONYMS","TEST_SYNONYMS","",""
"com.getmanta.edc.Group","DWH/Packages/TEST_SYNONYMS/Procedures","Procedures","",""
"com.getmanta.edc.Procedure","DWH/Packages/TEST_SYNONYMS/Procedures/TEST_SYNONYMS_PROC","TEST_SYNONYMS_PROC","",""
"com.getmanta.edc.Statement","DWH/Packages/TEST_SYNONYMS/Procedures/TEST_SYNONYMS_PROC/<10,6>INSERT","<10,6>INSERT","","insert into SYN_TEST_2_SYNONYM (A, B) 
select A, B from SYN_TEST_3
"
"com.getmanta.edc.Column","DWH/Packages/TEST_SYNONYMS/Procedures/TEST_SYNONYMS_PROC/<10,6>INSERT/1 A","1 A","",""
"com.getmanta.edc.Column","DWH/Packages/TEST_SYNONYMS/Procedures/TEST_SYNONYMS_PROC/<10,6>INSERT/2 B","2 B","",""
"com.getmanta.edc.Statement","DWH/Packages/TEST_SYNONYMS/Procedures/TEST_SYNONYMS_PROC/<7,6>INSERT","<7,6>INSERT","","insert into SYN_TEST_1 (A, B) 
select A, B from SYN_TEST_2_SYNONYM
"
"com.getmanta.edc.Column","DWH/Packages/TEST_SYNONYMS/Procedures/TEST_SYNONYMS_PROC/<7,6>INSERT/1 A","1 A","",""
"com.getmanta.edc.Column","DWH/Packages/TEST_SYNONYMS/Procedures/TEST_SYNONYMS_PROC/<7,6>INSERT/2 B","2 B","",""
"com.getmanta.edc.Package","DWH/Packages/TEST_TL","TEST_TL","",""
"com.getmanta.edc.Group","DWH/Packages/TEST_TL/Procedures","Procedures","",""
"com.getmanta.edc.Procedure","DWH/Packages/TEST_TL/Procedures/TEST_TL_PROC","TEST_TL_PROC","",""
"com.getmanta.edc.Statement","DWH/Packages/TEST_TL/Procedures/TEST_TL_PROC/<7,6>INSERT","<7,6>INSERT","","insert into TL_TEST_2 (A, B) 
select test_tl_fnc3(A, B), test_tl_fnc1(A) * test_tl_fnc2(B) from TL_TEST_1
"
"com.getmanta.edc.Column","DWH/Packages/TEST_TL/Procedures/TEST_TL_PROC/<7,6>INSERT/1 A","1 A","",""
"com.getmanta.edc.Column","DWH/Packages/TEST_TL/Procedures/TEST_TL_PROC/<7,6>INSERT/2 B","2 B","",""
